,date,year,month,day,nouns_contents,raw_label,predict_label
10,2019-05-02,2019,5,2,DGB 금융 그룹 2일 실적 발표 통해 2019년 1분 기 그룹 연결 기준 순이익 전 년 동기 대비 131% 증가 그룹 주력 계열 사인 대다 구 은행 영업 이익 당기다 순이익 각각 1150억원 878억원 전 년 동기 대비,긍정,중립
11,2019-05-02,2019,5,2,DGB 대 구 은행 지난달 30일 대 전시 서구 대 전 지점 지점 장 박 인준 을 개점 대 전 지점 주변 행정 금융 등 공공기관 대 단지 아파트 있다 등 금융 수요 풍부하다 지역 이다 또 DGB 금융 그룹 계열 사인,중립,긍정
12,2019-05-02,2019,5,2,전 년 동 기 대비 131% 증가 김태오 회장 비 은행 승부 수 하이 투자 증권 효과 로 DGB 금융 1분 기 순이익 그룹 주력 계열 사인 대 구 은행 영업 이익 당기다 순이익 각각 1150억원 878억원 전 년 동기 대비,긍정,긍정
13,2019-05-02,2019,5,2,DGB 금융 그룹 1분 기 그룹 연결 기준 순이익 전 년 동 기 대비 131% 증가 1038억원 을 기록 2일 그룹 주력 계열 사인 대 구 은행 영업 이익 당기다 순이익 각각 1150억원 878억원 각각 77% 81,긍정,부정
14,2019-05-02,2019,5,2,DGB 금융 지난해 10월 하이 투자 증권 을 자회사 로 편입 바 있다 주력 계열 사인 대 구 은행 영업 이익 당 기 순이익 각각 1150억원 878억원 전 년 동기 대비 각각 77% 81% 감소 DGB 금융 그룹 대손,부정,긍정
15,2019-05-02,2019,5,2,그룹 주력 계열 사인 대 구 은행 영업 이익 당 기 순이익 각각 1150억원 878억원 전 년 동기 대비 각각 77% 81% 감소 그러나 DGB 금융 관계자 대손 충당금 전 년 동기 대비 45% 감소 425억원 을,부정,긍정
16,2019-05-02,2019,5,2,DGB 금융 그룹 하이 투자 증권 효과 로 올해 1분 기 1038억원 순이익 을 기록 DGB 금융 2일 올해 1분 기 그룹 주력 계열 사인 대 구 은행 영업 이익 당기다 순이익 각각 1150억원 878억원 전 년 동기 대비,중립,긍정
17,2019-05-02,2019,5,2,순이익 증가 DGB 금융 ROE 자기 본 이익 률 025% p 증가 949% 기록 영업 이익 전 년 동기 대비 28% 증가 1330억원 을 시 현 대 구 은행 지역 경기 여파 로 전 년 동 기 대비 81% 감소 878억원 을,긍정,중립
18,2019-05-03,2019,5,3,DGB 행복 드리다 DGB 금융 그룹 DGB 대 구 은행 창립 기념일 을 기념 진행 DGB 금융 이웃 사랑 운동 프로그램 이다 김형식 DGB 데이터 시스템 대표이사 2012년 설립 후 정보 시스템 개발 IT 통합 운영 등 주력,긍정,긍정
19,2019-05-03,2019,5,3,DGB 금융 그룹 2019년 1분 기 그룹 연결 기준 순이익 전 년 동기 대비 131% 증가 1천 38억원 을 기록 특히 그룹 주력 계열 사인 대 구 은행 영업 이익 1천 150억원 당 기 순이익 878억원 전 년 동기 대비 77,긍정,긍정
20,2019-05-07,2019,5,7,DGB 대 구 은행 7일 제 2 본점 에서 SK 텔레콤 핀 크다 디지털 금융 활성화 위 업무 협약 을 협약 에는 은행 상품 및 고객 관리 통신사 고객 기반 빅데이터 역량 강화 핀 테크 결합 사업 모델 을 발굴 4 차 산업혁명,긍정,긍정
21,2019-05-07,2019,5,7,DGB 대 구 은행 은행 장 김태오 7일 제 2 본점 에서 ㈜ 핀 크다 대표 민 응준 SK 텔레콤 ㈜ 대표 박정호 디지털 금융 활성화 위 업무 협약 을 체결 밝히다 ㈜ 핀 크다 생활 금융 플랫폼 핀 크다 finnq 통해 이용 고객,긍정,긍정
22,2019-05-07,2019,5,7,DGB 대 구 은행 7일 DGB 대구 은행 제 2 본점 에서 ㈜ 핀 크다 SK 텔레콤 함께 디지털 금융 활성화 위 업무 협약 을 체결 밝히다 DGB 대 구 은행 을 비롯 3 살다 이번 협약 을 계기 로 은행 상품 및 고객 관리 역량 통신사,긍정,긍정
23,2019-05-07,2019,5,7,조인호 기자 DGB 대 구 은행 은행 장 김태오 7일 DGB 대구 은행 제 2 본점 에서 핀 크다 대표 민 응준 SK 텔레콤 대표 박정호 함께 디지털 금융 활성화 위 업무 협약 을 체결 핀 크다 생활 금융 플랫폼 핀 크다 finnq 통해,긍정,부정
24,2019-05-07,2019,5,7,DGB 대 구 은행 7일 대구 은행 제 2 본점 에서 핀 크다 SK 텔레콤 함께 디지털 금융 활성화 위 업무 협약 을 체결 밝히다 핀 크다 하나 금융 지주 SK 텔레콤 출자 만들다 핀 테크 기업 자산 모니터링 서비스 등,긍정,중립
25,2019-05-07,2019,5,7,DGB 대 구 은행 SK 텔레콤 핀 크다 함께 디지털 금융 관련 서비스 개발 통신사 고객 을 기반 빅데이터 역량 을 강화하다 핀 테크 업체 핀 크다 제시 혁신 적 자산 관리 서비스 담다 비즈니스 모델 을,긍정,긍정
26,2019-05-07,2019,5,7,DGB 대 구 은행 7일 DGB 대구 은행 제 2 본점 에서 핀 크다 SK 텔레콤 함께 디지털 금융 활성화 위 업무 협약 을 체결 생활 금융 플랫폼 핀 크다 이용 고객 자산 을 한눈 확인 수 있다 자산 모니터링 서비스 등 고객,긍정,긍정
27,2019-05-07,2019,5,7,DGB 대 구 은행 7일 대구 은행 제 2 본점 에서 핀 크다 SK 텔레콤 함께 디지털 금융 활성화 위 업무 협약 을 체결 밝히다 핀 크다 하나 금융 지주 SK 텔레콤 출자 만들다 핀 테크 기업 자산 모니터링 서비스 등 고객,긍정,긍정
28,2019-05-08,2019,5,8,전망 향후 대 구 지역 지점 추가 되다 은행 과의 시너지 효과 증가 가능 해보다 예상 하이 투자 증권 인수 기다 시간 공 을 들이다 DGB 금융 함박 웃음 을 지다 하이 투자 증권 인수 로 비 은행,긍정,긍정
29,2019-05-08,2019,5,8,DGB 대 구 은행 7일 대구 은행 본점 에서 기술 보증 기금 대 구 경북 본부 기술 기반 기업 성 장지원 을 위 업무 협약 을 체결 밝히다 이번 협약 DGB 대 구 은행 기술 신용 평가 TCB 역량 기술 보증 기금 보증 투자,긍정,긍정
30,2019-05-08,2019,5,8,조인호 기자 DGB 대 구 은행 은행 장 김태오 지난 7일 대구 은행 본점 에서 기술 보증 기금 대구 경북 본부 본부장 임종 학 기술 기반 기업 성 장지원 을 위 업무 협약 을 체결 이번 협약 DGB 대 구 은행 기술 신용 평가,긍정,긍정
31,2019-05-08,2019,5,8,DGB 대 구 은행 8일 어버이날 을 맞다 대 구 적십자사 함께 두 류 공원 무료 급식 소 에서 사랑 급식 봉사활동 을 DGB 대구 은행 직원 로 구성 되다 DGB 동행 봉사 단 대구 적십자사 자원봉사자 60 여명 참여 날,긍정,긍정
32,2019-05-08,2019,5,8,DGB 대 구 은행 기술 보증 기금 대 구 경북 본부 기술 기반 기업 대한 지원 을 위 업무 협약 을 체결 8일 밝히다 이번 협약 대 구 은행 기술 신용 평가 TCB 역량 기술 보증 기금 보증 투자 기능 을 연 계해,긍정,긍정
33,2019-05-08,2019,5,8,DGB 대 구 은행 은행 장 김태오 7일 월 오후 대구 은행 본점 에서 기술 보증 기금 대구 경북 본부 본부장 임종 학 함께 기술 기반 기업 성 장지원 을 위 업무 협약 을 체결 밝히다 이번 협약 DGB 대 구 은행,긍정,긍정
34,2019-05-08,2019,5,8,롯데 톰슨 KT 김민 1830 수원 NC 루친 스키 삼성 윤성환 1830 대구 ▲ MLB 애틀랜타 LA 다저스 1110 류현진 선발 등판 lt,중립,긍정
35,2019-05-08,2019,5,8,DGB 대 구 은행 지난 7일 본점 에서 기술 보증 기금 대 구 경북 본부 기술 기반 기업 성 장지원 을 위 업무 협약 을 체결 8일 밝히다 이번 협약 대 구 은행 기술 신용 평가 TCB 역량 기술 보증 기금 보증 ∙ 투자,긍정,긍정
36,2019-05-08,2019,5,8,DGB 금융 지주 대 구 은행 임원   김태오 회장 대한 충성 심 경쟁 에만 치중 나머지 추락 하고 있다 영업 실적 뒷전 이라는 지적 끊다 않다 있다 DGB 금융 그룹 지난해 12월 부터 인사 제도 혁신,긍정,긍정
37,2019-05-08,2019,5,8,김태오 DGB 대 구 은행 장 어버이날 맞다 어르신 께 무료 급식 DGB 대 구 은행 오늘 어버이날 을 맞다 대 구 적십자사 함께 사랑 급식 봉사활동 을 진행 김태오 DGB 대 구 은행 장 지역 민 으로부터 받다 온 사랑,긍정,긍정
38,2019-05-09,2019,5,9,DGB 대 구 은행 7일 오후 대구 은행 본점 에서 기술 보증 기금 대 구 경북 본부 기술 기반 기업 성 장지원 을 위 업무 협약 을 체결 이번 협약 DGB 대 구 은행 기술 신용 평가 TCB 역량 기술 보증 기금 보증 투자 기능 을,긍정,중립
39,2019-05-09,2019,5,9,DGB 대 구 은행 어버이날 을 맞다 대 구 적십자사 함께 8일 두 류 공원 무료 급식 소 에서 사랑 급식 봉사활동 을 진행 DGB 대구 은행 직원 로 구성 되다 DGB 동행 봉사 단 대구 적십자사 자원봉사자 60 여 명 참여,긍정,긍정
40,2019-05-09,2019,5,9,DGB 대구 은행 경산 사랑 봉사 단 봉사 단장 장문석 8일 어버이날 을 맞다 자매 결 연 마을 용성면 용다 마을 회관 에서 봉사 단원 10 여 명과 함께 마을 어르신 70 여 명 에게 사랑 밥상 을 대접 lt,긍정,긍정
41,2019-05-09,2019,5,9,사진 DGB 대구 은행 제공 DGB 대 구 은행 9일 경상북도 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경상북도 중소기업 행복 자금 업무 협약 을 체결 밝히다 경북 도청 에서 진행 되다 날 협약 식 내 수 경기,긍정,긍정
42,2019-05-09,2019,5,9,DGB 대 구 은행 9일 경상북도 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경상북도 중소기업 행복 자금 업무 협약 을 체결 사진 제공 대구 은행 경북 도청 에서 진행 되다 날 협약 식 내 수 경기 부진 경기 침체,긍정,긍정
43,2019-05-10,2019,5,10,오다 6월 우수 기술 력 보유 및 경영 애로 중소기업 위 경북 중소기업 행복 자금 특별 대출 실시 DGB 대 구 은행 행 장 김태오 9일 경북 도지사 이철우 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경상북도,긍정,긍정
44,2019-05-10,2019,5,10,DGB 대 구 은행 은행 장 김태오 10일 경상북도 도지사 이철우 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경상북도 중소기업 행복 자금 업무 협약 을 체결 경북 도청 에서 진행 되다 날 협약 식 내 수 경기 부진,긍정,긍정
45,2019-05-13,2019,5,13,대 적십자사 대 구 지사 함께 대구 경북 지역 헌혈 1천 5 백여 명과 적십자 봉사자 5 백 여명 초청 조인호 기자 DGB 대 구 은행 은행 장 김태오 지난 10일 저녁 대구 삼성 라이온즈 파크 에서 헌혈 초청 프로야구,중립,긍정
46,2019-05-13,2019,5,13,다만 정식 개점 식 DGB 금융 지주 창립 8 주년 기념일 17일 오전 10시 수성동 대구 은행 본점 에서 거행 되다 그룹 내 새롭다 형태 영업 망 마련 돼다 상징 성 크다 만큼 개점 식 을 창립 기념일 맞추다 것 이다 디그 니 티,중립,긍정
47,2019-05-13,2019,5,13,김태오 왼쪽 DGB 대구 은행 은행 장 송준기 대 적십자사 대구 지사 회장 기념 촬영 을 있다 사진 대구 은행 대 적십자사 대 구 지사 함께 지난 10일 대구 삼성 라이온즈 파크 에서 헌혈 초청,중립,긍정
48,2019-05-14,2019,5,14,같다 기간 대 구 은행 을 두다 DGB 금융 지주 082% 로 지난해 말 보다 10 bp 상승 특히 신용카드 연체 율 171% 로 25 bp 나 치솟다 부산 은행 을 품다 있다 BNK 금융 주도 078% 까지 기업 여신 연체 율 급상승 전 분기 대비,긍정,긍정
49,2019-05-14,2019,5,14,김정원 노조 위원장 DGB 대구 은행 직원 참여 로 조성 되다 소중하다 후 원금 장애인 재활 도움 되다 수 있다 기쁘다 모두 함께 자다 살아가다 행복 공동체 대구 만들다 최선 을 말,중립,중립
50,2019-05-14,2019,5,14,▲ 왼쪽 부터 DGB 대구 은행 김태오 은행 장 대 적십자사 대구 지사 송준기 회장 DGB 대 구 은행 대 적십자사 대 구 지사 10일 대구 삼성 라이온즈 파크 에서 헌혈 초청 프로야구 관람 행사 진행 DGB 대구 은행,긍정,중립
51,2019-05-14,2019,5,14,DGB 대 구 은행 대 적십자사 대 구 지사 지난 10일 삼성 라이온즈 파크 에서 헌혈 초청 프로야구 관람 행사 진행 DGB 대구 은행 후원 진행 되다 날 행사 에는 대구 경북 지역 헌혈 1천 500 여 명과 적십자,긍정,긍정
52,2019-05-15,2019,5,15,lt ; 한국 기업 평판 연구소 gt ; DGB 대 구 은행 5월 지방 은행 브랜드 평판 조사 에서 1위 차지 15일 한국 기업 평판 연구소 따르다 부산 은행 경남 은행 대구 은행 광주 은행 전북 은행 제주 은행 등 지방 은행 6 곳,중립,긍정
53,2019-05-15,2019,5,15,DGB 대 구 은행 은행 장 김태오 대 적십자사 대구 지사 회장 송준기 10일 대구 삼성 라이온즈 파크 에서 헌혈 초청 프로야구 관람 행사 진행 날 행사 에서 대구 경북 지역 헌혈 1500 여 명과 적십자 봉사자,긍정,긍정
54,2019-05-16,2019,5,16,DIGNITY 늘다 DGB 금융 그룹 프리미엄 서비스 하나로 모으다 중심 허브 역할 을 DGB 대 구 은행 PB 개인 자산 관리 서비스 포함 마케팅 전반 사용 되다 새롭다 선보이다 글씨체 세리프 seriff 서체,긍정,긍정
55,2019-05-16,2019,5,16,DIGNITY 늘다 DGB 금융 프리미엄 서비스 하나로 모으다 허브 역할 로 DGB 대 구 은행 PB 서비스 포함 DGB 마케팅 전반 사용 되다 예정 이다 새롭다 선보이다 로고 체 세리프 seriff 서체 현대 적,긍정,중립
56,2019-05-16,2019,5,16,DGB 금융 프리미엄 서비스 하나로 모으다 허브 역할 로 DGB 대구 은행 프라이 빗뱅 크다 PB 서비스 포함 DGB 금융 마케팅 전반 사용 되다 예정 이다 디그 니 티 적용 되다 첫 점포 대구 은행 본점 위치,긍정,긍정
57,2019-05-17,2019,5,17,18일 지역 아동 센터 관련 아동 등 1천 200 여 명 을 초청 DGB 대구 은행 제 2 본점 에서 드론 체험 요리 시간 에어 바운스 명랑 운동회 등 다양하다 즐기다 거리 제공,긍정,중립
58,2019-05-17,2019,5,17,창립 기념일 다음 날인 18일 개최 되다 보다 행사 지역 아동 센터 관련 아동 등 천이백 여명 을 초청 DGB 대구 은행 제 2 본점 지하 3 층 에서 4 층 까지 구간 을 총 8 개 기획 구간 에서 드론 체험 요리 시간 에어 바운스,긍정,긍정
59,2019-05-17,2019,5,17,DGB 금융 8 주년 을 기념 하고 가정 달 5월 을 맞다 지역 사회 사랑 을 나누다 사회 공헌 활동 DGB 키즈 드림 페스티벌 을 연   18일 대구 은행 제 2 본점 에서   지역 아이 드론 체험 요리 시간 에어 바운스 명 랑 운동회,긍정,긍정
60,2019-05-17,2019,5,17,이처럼 대출 위험 대한 DGB 금융 대응 력 떨어지다 있다 이유 단순하다 핵심 계열 사인 대 구 은행 부실 대출 늘 있다 탓 이다 같다 기간 대 구 은행 정이 여신 2134억원 에서 3525억원 125,긍정,중립
61,2019-05-17,2019,5,17,약 6 개 월간 준비 기간 을 거치다 이번 브랜드 선보이다 설명 DGB 금융 프리미엄 서비스 하나로 모으다 허브 역할 로 DGB 대구 은행 프라이 빗뱅 크다 PB 서비스 포함 DGB 금융 마케팅 전반 사용 되다 예정 이다,긍정,긍정
62,2019-05-17,2019,5,17,DGB 금융 디그 니 티 그룹 프리미엄 서비스 하나로 모으다 허브 역할 대 구 은행 PB 서비스 포함 DGB 마케팅 전반 활용 한다는 복안 이다 DGB 금융 향후 전국구 로 발 을 넓히다 위해 복합 점포 개다 지역 을,긍정,긍정
63,2019-05-17,2019,5,17,2011년 출범 DGB 금융 그룹 대구 은행 DGB 생명 DGB 자산운용 하이 투자 증권 등 8 개 계열 사르다 두다 있다 날 DGB 금융 디지털 시대 걸 맞다 글로벌 종합 금융 그룹 을 위해 프리미엄 브랜드 디그 니 티 출범 이르다,긍정,긍정
64,2019-05-18,2019,5,18,DGB 금융 그룹 최근 자사 프리미엄 브랜드 DIGNITY 홍보 나서다 DIGNITY 늘다 고객 에게 품격 있다 금융 생활 을 제 공 한다는 의미 담다 브랜드 명칭 앞 대구 은행 PB 서비스 포함 DGB 마케팅 전반 사용 되다,긍정,긍정
65,2019-05-19,2019,5,19,DGB 대구 은행 월배 지점 에서 17일 열리다 디그 니 티 월배 센터 개점 식 에서 참석자 기념 촬영 을 있다 DGB 금융 그룹 DGB 대 구 은행 하이 투자 증권 복합 점포 열다 DGB 금융 그룹 17일 대구 수성구 DGB 대구 은행,중립,긍정
66,2019-05-19,2019,5,19,하이 투자 증권 DGB 대 구 은행 시너지 확대 위 복합 점포 1 호점 개점 은행 증권 복합 점포 개설 로 고객 을 위 새롭다 원스톱 금융 서비스 제공 기반 구축 을 위 첫 발걸음 을 떼다 DGB 금융 그룹,긍정,긍정
67,2019-05-19,2019,5,19,DGB 금융 그룹 지난 17일 대구 수성동 본점 에서 DGB 대 구 은행 투자 증권 점포 결합 되다 복합 점포 1 호점 DIGNITY 본점 센터 개막식 을 열다 이번 복합 점포 1 호점 그룹 공동 프리미엄 브랜드 DIGNITY 가다 적용 되다 첫,중립,긍정
68,2019-05-19,2019,5,19,DGB 대구 은행 제공 DGB 금융 그룹 지난 17일 칠성동 DGB 금융 지주 본사 에서 그룹 창립 8 주년 기념 행사 개최 19일 밝히다 지난 2011년 출범 DGB 금융 그룹 날 그룹 계 열사 임원 및 경 영진 관계자 등 300 여명,긍정,긍정
69,2019-05-19,2019,5,19,수성동 본점 DIGNITY 본점 센터 개점 여름 서울 개점 예정 조인호 기자 DGB 금융 그룹 139130 지난 17일 DGB 대구 은행 수성동 본점 2 층 에서 DGB 대 구 은행 하이 투자 증권 점포 결합 되다 복합 점포 1 호점 DIGNITY 본점 센터,중립,긍정
70,2019-05-19,2019,5,19,DGB 금융 그룹 DGB 대 구 은행 하이 투자 증권 점포 결합 되다 복합 점포 시대 열다 DGB 금융 그룹 지난 17일 복합 점포 1 호점 을 대구시 수성구 수성동 있다 대구 은행 본점 개점 19일 밝히다 DGB 금융 그룹,중립,긍정
71,2019-05-19,2019,5,19,창립 행사 함께 대구 수성동 DGB 대구 은행 본점 에선 대 구 은행 하이 투자 증권 점포 결합 되다 복합 점포 1 호점 DIGNITY 본점 센터 개막식 열리다 DGB 금융 지난해 10월 하이 투자 증권 을 새롭다 DGB 계 열사 로,긍정,긍정
72,2019-05-19,2019,5,19,▲ 디그 니 티 내부 © DGB 금융 그룹 제공 ▲ DGB 금융 그룹 지난 17일 대구시 수성동 있다 DGB 대구 은행 본점 에서 복합 점포 DIGNITY 본점 센터 개점 식 을 개최 날 개점 식 참석 관계자 커팅식 을 있다,긍정,긍정
73,2019-05-19,2019,5,19,◆ 대구 은행 2019년 디지털 IT 신 기술 컨퍼런스 24일 DGB 대 구 은행 제 2 본점 대강 당 에서 4 차 산업혁명 시대 디지털 을 통한 혁신 성장 을 위해 서 방향성 을 모색 세미나 개최 날 세미나 에서는 시스코,긍정,긍정
74,2019-05-19,2019,5,19,DGB 금융 그룹 회장 김태오 지난 17일 DGB 대 구 은행 투자 증권 점포 결합 되다 복합 점포 1 호점 DIGNITY 디그 니 티 본점 센터 개막식 을 가지 향후 광역권 중심지 위주 복합 점포 출시 한다는 계획 을 19일,긍정,긍정
75,2019-05-19,2019,5,19,DGB 대 구 은행 대 구 지방 경찰청 보이스피싱 예방 을 위해 대구 도시철도 3 호선 모노레일 보이스피싱 예방 광고 선보이다 19일 밝히다 모노레일 이용 객 물론 길 을 오가다 지역 민 언제 든 보다 인지 수,긍정,긍정
76,2019-05-20,2019,5,20,보다 행사 창립 기념일 다음 날 주말 18일 칠성동 DGB 대구 은행 제 2 본점 에서 개최 돼다 건물 지하 3 층 부터 지상 4 층 까지 총 7 개층 8 개 섹션 에서 공연 운동회 체험 등 채 로운 경험 을 제공 대규모 행사 로,긍정,중립
77,2019-05-20,2019,5,20,보다 행사 창립 기념일 5월 17일 다음 날 주말 18일 칠성동 DGB 대구 은행 제 2 본점 에서 개최 돼다 건물 지하 3 층 부터 지상 4 층 까지 총 7 개층 8 개 섹션 에서 공연 운동회 체험 등 채 로운 경험 을 제공 대규모,긍정,긍정
78,2019-05-20,2019,5,20,20일 금융 권 따르다 DGB 금융 계열 사인 DGB 대 구 은행 하이 투자 증권 점포 결합 복합 점포 디그 니 티 DIGNITY 본점 센터 디그 니 티 월배 센터 2 곳 을 개점 은행 인프라 증권 투자 자문 노하우,긍정,긍정
79,2019-05-20,2019,5,20,DGB 대 구 은행 투자 증권 점포 결합 되다 복합 점포 12 호점 을 연달 아 열다 하반기 에는 서울 에서도 복합 점포 낼 예정 이다 DGB 금융 그룹 지난 17일 DGB 대구 은행 수성동 본점 2 층 DGB 대 구 은행 투자 증권,중립,긍정
80,2019-05-20,2019,5,20,DGB 금융 그룹 최근 자회사 대 구 은행 하이 투자 증권 업무 결합 복합 점포 브랜드 명 DIGNITY 1 호점 개점 을 계기 로 광역 대도시 중심 전국 적 복합 점포 망 확충 본격 나서다 올해 대구 3 개소 서울,긍정,긍정
81,2019-05-21,2019,5,21,대구 북구청 21일 BC 카드 DGB 대 구 은행 함께 북구 지역 취약 계층 을 위 사랑 나눔 축제 행사 펼치다 이번 행사 대구 광역 푸드 뱅크 주관 마련 돼다 대 구 시민운동 장 을 리 모델링 해 건설 되다 DGB 대 구 파크 에서,긍정,긍정
82,2019-05-22,2019,5,22,김태오 DGB 대 구 은행 장 임용 택 전북 은행 장 송종욱 광주 은행 장 정 추다 식 KEB 하나은행 부행 장 금융 위원회 최종 구 위원장 22일 은행 연합 회 에서 13 개 시중 은행 및 주택 금융 공사 함께 청년 맞춤 형 전월세 대출 협약 식,긍정,긍정
83,2019-05-22,2019,5,22,강남 경우 DGB 대 구 은행 파크 개장 더불다 지역 특 화 콘텐츠 로 육성 시키다 강남 강북 조화 균형 을 이루다 갈다 계획 이다 북구청 장 연 되다 지다 1년 돼다 가다 현 시점 에서 다짐 있다 발전 변화 위,중립,중립
84,2019-05-22,2019,5,22,BC 카드 DGB 대 구 은행 함께 대구 지역 취약 계층 을 위 사랑 나눔 축제 진행 밝히다 BC 카드 빨갛다 밥차 동 푸드 마켓 을 파견 대구 북구 지역 취약 계층 400 여명 에게 건강 식 을 배식 하고 의료 상담,부정,긍정
85,2019-05-23,2019,5,23,DGB 대 구 은행 23일 경북 신용 보증 재단 경북 소 기업 및 소상 공인 금융 지원 업무 협약 을 체결 밝히다 이번 협약 지역 경 기 침체 내 수 경기 부진 경 영상 어려움 을 겪다 있다 경북 내 소 기업 및 소 상공 에게,긍정,긍정
86,2019-05-23,2019,5,23,협약 따르다 DGB 대 구 은행 경북 신용 보증 재단 30억 원 을 출연 하고 재원 을 바탕 450억 원 을 경상북도 소재 소 기업 소상 공인 에게 대출 을 해주다 예정 이다 이번 출연 협약 보증 기업 당 최고 5000만 원 까지 대출 을,긍정,긍정
87,2019-05-23,2019,5,23,우리은행 DGB 대구 은행 NH 농협 은행 KB 국민카드 캄보디아 현 법인 을 세우다 IBK 기업은행 지점 을 열다 한국 투자 증권 미래에셋 대우 각각 인도네시아 싱가포르 현 법인 을 개설,중립,긍정
88,2019-05-23,2019,5,23,구미 상공회의소 회장 조 정문 DGB 금융 그룹 회장 김태오 23일 구미 상의 강당 에서 기관 단체 장 기업 대표 등 180 여 명 을 초청 가운데 28회 구미 CEO 포럼 조찬 세미나,중립,긍정
89,2019-05-23,2019,5,23,가장 높다 DC 형 원금 보장 형 상품 DGB 대 구 은행 182% 이다 퇴직 연금 상품 장기 투자 상품 수익률 누적 되다 경우 기 시 격차 크게 벌어지다 가입 시가 투자 상품 운용 사르다 꼼꼼하다 비교 선택,부정,긍정
90,2019-05-23,2019,5,23,▶ 신축 이전 전산 센터 DGB 혁신 센터 공유 장 마련 대구 은행 신규 IT 전산 센터 DGB 혁신 센터 지난해 10월 대구 봉무동 신축 이전 지상 1 층 지상 9 층 구성 되다 센터 IT 관련 부서 들어서다,긍정,긍정
91,2019-05-24,2019,5,24,김태오 DGB 대 구 은행 장 오른쪽 박진우 경북 신용 보증 재단 왼쪽 23일 경북 소 기업 소 상공 금융 지원 업무 협약 을 체결 하고 있다 대구 은행 DGB 대 구 은행 23일 경북 신용 보증 재단 경북 소 기업 소 상공 금융 지원,긍정,긍정
92,2019-05-24,2019,5,24,DGB 대 구 은행 23일 경북 신용 보증 재단 경북 소 기업 소 상공 금융 지원 업무 협약 을 체결 24일 밝히다 협약 식 경기 침체 내 수 경기 부진 경 영상 어려움 을 겪다 있다 경북 內 소 기업 소 상공 에게 긴급,긍정,중립
