,date,year,month,day,nouns_contents,raw_label,predict_label
37,2019-05-08,2019,5,8,DGB 대 구 은행 은행 장 김태오 어버이날 을 맞이 대구 적십자사 회장 송준기 함께 8일 수 두 류 공원 무료 급식 소 에서 사랑 급식 봉사활동 을 진행 DGB 대구 은행 직원 로 구성 되다 DGB 동행 봉사 단,긍정,긍정
38,2019-05-08,2019,5,8,DGB 대 구 은행 은행 장 김태오 8일 대구 적십자사 회장 송준기 함께 두 류 공원 무료 급식 소 에서 사랑 급식 봉사활동 을 진행 날 무료 급식 행사 에는 직원 로 구성 되다 DGB 동행 봉사 단 대구 적십자사,긍정,긍정
39,2019-05-09,2019,5,9,DGB 대구 은행 경산 사랑 봉사 단 봉사 단장 장문석 8일 어버이날 을 맞다 자매 결 연 마을 용성면 용다 마을 회관 에서 봉사 단원 10 여 명과 함께 마을 어르신 70 여 명 에게 사랑 밥상 을 대접 lt,긍정,긍정
40,2019-05-09,2019,5,9,DGB 대 구 은행 지난 8일 DGB 동행 봉사 단 대구 적십자사 자원봉사자 60 여명 참여 가운데 두 류 공원 무료 급식 소 에서 취약 계층 어르신 1000 여명 을 초청 무료 식사 제공,긍정,긍정
41,2019-05-09,2019,5,9,DGB 대 구 은행 저 금리 금융 지원 확대 지역 경제 활성화 위해 경상북도 중소기업 행복 자금 업무 협약 을 체결 9일 밝히다 DGB 대 구 은행 날 협약 따르다 오다 6월 부터 경북 중소기업 행복 자금 특별 대출,긍정,긍정
42,2019-05-09,2019,5,9,DGB 대 구 은행 9일 경상북도 저 금리 금융 지원 확대 및 지역 경제 활성화 위 중소기업 행복 자금 업무 협약 을 체결 경북 도청 에서 진행 되다 날 협약 식 내 수 경기 부진 경기 침체 등 경 영상 어려움 을,긍정,부정
43,2019-05-09,2019,5,9,사진 DGB 대구 은행 제공 DGB 대 구 은행 9일 경상북도 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경상북도 중소기업 행복 자금 업무 협약 을 체결 밝히다 경북 도청 에서 진행 되다 날 협약 식 내 수 경기,긍정,긍정
44,2019-05-09,2019,5,9,저 금리 금융 지원 확대 및 지역 경제 활성화 위해 중소기업 행복 자금 업무 협약 을 맺다 이철우 경상북도 도지사 좌 김태오 DGB 대 구 은행 장 lt,긍정,긍정
45,2019-05-09,2019,5,9,DGB 대 구 은행 7일 오후 대구 은행 본점 에서 기술 보증 기금 대 구 경북 본부 기술 기반 기업 성 장지원 을 위 업무 협약 을 체결 이번 협약 DGB 대 구 은행 기술 신용 평가 TCB 역량 기술 보증 기금 보증 투자 기능 을,긍정,긍정
46,2019-05-09,2019,5,9,DGB 대 구 은행 9일 경 북도 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경북 중소기업 행복 자금 업무 협약 을 체결 경북 도청 에서 진행 되다 날 협약 식 내 수 경기 부진 경기 침체 등 경 영상,긍정,긍정
47,2019-05-09,2019,5,9,DGB 대 구 은행 경북 경북 중소기업 행복 자금 업무 협약 김태오 DGB 대 구 은행 장 이철우 경북 도지사 9일 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경상북도 중소기업 행복 자금 업무 협약 을 체결,긍정,긍정
48,2019-05-10,2019,5,10,오다 6월 우수 기술 력 보유 및 경영 애로 중소기업 위 경북 중소기업 행복 자금 특별 대출 실시 DGB 대 구 은행 행 장 김태오 9일 경북 도지사 이철우 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경상북도,긍정,긍정
49,2019-05-12,2019,5,12,DGB 대 구 은행 경 북도 지난 9일 경북 도청 서 저 금리 금융 지원 확대 및 지역 경제 활성화 위 경상북도 중소기업 행복 자금 업무 협약 을 체결 날 협약 식 내 수 경기 부진 경기 침체 등 경 영상 어려움 을,긍정,긍정
50,2019-05-13,2019,5,13,지난 10일 DGB 대 구 은행 생명 나눔 헌혈 적극 참여 대구 경북 지역 30 대다 이상 헌혈 영웅 2천 명을 프로야구 클래식 시리즈 초대 DGB 대구 은행 사회 공 헌 부 황재현 과장 저출산 인하다 1020 대다,긍정,긍정
51,2019-05-13,2019,5,13,DGB 대 구 은행 대 적십자 대 구 지사 대구 삼성 라이온즈 파크 에서 헌혈 초청 프로야구 관람 행사 진행 13일 밝히다 DGB 대구 은행 후원 진행 되다 날 행사 대구 경북 지역 헌혈 1500 여명 적십자,긍정,긍정
52,2019-05-15,2019,5,15,DGB 대 구 은행 은행 장 김태오 대 적십자사 대구 지사 회장 송준기 10일 대구 삼성 라이온즈 파크 에서 헌혈 초청 프로야구 관람 행사 진행 날 행사 에서 대구 경북 지역 헌혈 1500 여 명과 적십자 봉사자,긍정,긍정
53,2019-05-15,2019,5,15,최근 수도권 진출 힘 을 쏟다 있다 BNK 부산 은행 DGB 대구 은행 등 지방 은행 처음 부스 열다 올해 멀다 쇼 에는 지금 까지 행사 가운데 역대 최대 120 여 회사 부스 250 개 총 7290 ㎡ 약 2200 평 규모 코엑스 B 홀 을 가득,긍정,긍정
54,2019-05-16,2019,5,16,디지다 비 DGB 아이엠 M 뱅크 대구 은행 투유 뱅크 개인 경남 은행 썸 뱅크 부산 은행 수협 파트너 스 뱅크 개인 에스 에이치 수협 케이 뱅크 등 이다 제로 페이 참여 결제 사 다양하다 소비자 혜택 을 주다 네이버 페이,긍정,긍정
55,2019-05-16,2019,5,16,DGB 금융 DGB 대구 은행 PB 서비스 포함 마케팅 전반 이르다 활용 계획 이다 로고 검정 황금색 세리프 서체 사용 진중하다 고급스럽다 느낌 을 강조 머리글 D 늘다 고객 을 향 진심 굳다,긍정,부정
56,2019-05-16,2019,5,16,DIGNITY 늘다 DGB 금융 그룹 프리미엄 서비스 하나로 모으다 허브 역할 을 위해 DGB 대 구 은행 PB 서비스 포함 DGB 마케팅 전반 사용 되다 예정 이다 DIGNITY 가다 적용 되다 첫 점포 DGB 대구 은행 본점 위치,긍정,긍정
57,2019-05-16,2019,5,16,DGB 캐피탈 당시 서류 전형 에서 연령 제한 기준 남자 32 세 여자 29 세다 적용 검찰 재판 넘기다 한편 검찰 지난해 11월 박명 흠 전 대 구 은행 장 직무 대행 아들 채용 비리 의혹 대해 선 무혐의 처분 을 내리다,부정,긍정
58,2019-05-16,2019,5,16,DIGNITY 늘다 DGB 금융 그룹 프리미엄 서비스 하나로 모으다 허브 역할 로 DGB 대 구 은행 PB 서비스 포함 DGB 마케팅 전반 사용 되다 예정 이다 DIGNITY 가다 적용 되다 첫 점포 DGB 대구 은행 본점 위치,긍정,긍정
59,2019-05-16,2019,5,16,DGB 금융 프리미엄 서비스 하나로 모으다 허브 역할 로 DGB 대구 은행 프라이 빗뱅 크다 PB 서비스 포함 DGB 금융 마케팅 전반 사용 되다 예정 이다 디그 니 티 적용 되다 첫 점포 대구 은행 본점 위치,긍정,긍정
60,2019-05-17,2019,5,17,DGB 금융 8 주년 을 기념 하고 가정 달 5월 을 맞다 지역 사회 사랑 을 나누다 사회 공헌 활동 DGB 키즈 드림 페스티벌 을 연   18일 대구 은행 제 2 본점 에서   지역 아이 드론 체험 요리 시간 에어 바운스 명 랑 운동회,긍정,긍정
61,2019-05-17,2019,5,17,이번 행사 지역 아동 센터 관련 아동 등 1200 여명 을 초청 DGB 대구 은행 제 2 본점 지하 3 층 에서 4 층 이르다 구간 을 개방 드론 체험 요리 시간 에어 바운스 명랑 운동회 등 다양하다 즐기다 거리 제공 계획 이다,긍정,긍정
62,2019-05-17,2019,5,17,DGB 금융 그룹 8 주년 을 기념 사회 공헌 활동 DGB Kids Dream Festival 을 실시 오다 18일 개최 되다 행사 지역 아동 센터 관계자 아동 등 1천 200 여명 을 초청 대구 은행 제 2 본점 지하 3 층 에서 4 층 까지 구간 을 총,긍정,긍정
63,2019-05-17,2019,5,17,DIGNITY 늘다 DGB 금융 그룹 프리미엄 서비스 하나로 모으다 허브 역할 로 DGB 대 구 은행 PB 서비스 포함 DGB 마케팅 전반 사용 되다 예정 이다 새롭다 선보이다 로고 체 세리프 서체 현대 적 재해 석 해,긍정,긍정
64,2019-05-19,2019,5,19,DGB 금융 그룹 DGB 대 구 은행 투자 증권 점포 결합 되다 복합 점포 시대 알리 추후 2022년 까지 광역권 중심지 위주 10 여개 그룹 복합 점포 출시 한다는 계획 을 밝히다 17일 오후 진행 되다 DIGNITY 본점 센터,긍정,부정
65,2019-05-19,2019,5,19,창립 행사 함께 대구 수성동 DGB 대구 은행 본점 에선 대 구 은행 하이 투자 증권 점포 결합 되다 복합 점포 1 호점 DIGNITY 본점 센터 개막식 열리다 DGB 금융 지난해 10월 하이 투자 증권 을 새롭다 DGB 계 열사 로,긍정,긍정
66,2019-05-19,2019,5,19,보다 행사 지역 아동 센터 관련 아동 등 1천 200 여명 을 초청 DGB 대구 은행 제 2 본점 지하 3 층 에서 4 층 까지 구간 을 총 8 개 기획 구간 에서 드론 체험 요리 시간 에어 바운스 명랑 운동회 등 다양하다 즐기다 거리,긍정,긍정
67,2019-05-19,2019,5,19,▲ 디그 니 티 내부 © DGB 금융 그룹 제공 ▲ DGB 금융 그룹 지난 17일 대구시 수성동 있다 DGB 대구 은행 본점 에서 복합 점포 DIGNITY 본점 센터 개점 식 을 개최 날 개점 식 참석 관계자 커팅식 을 있다,긍정,긍정
68,2019-05-19,2019,5,19,DGB 금융 지주 지난 17일 대 구 은행 하이 투자 증권 점포 결합 되다 복합 점포 1 호점 DIGNITY 디그 니 티 본점 센터 개막식 을 개최 19일 밝히다 DGB 금융 향후 광역권 중심지 위주 복합 점포 출시 계획 이다,긍정,긍정
69,2019-05-19,2019,5,19,DGB 대구 은행 제공 DGB 금융 그룹 지난 17일 칠성동 DGB 금융 지주 본사 에서 그룹 창립 8 주년 기념 행사 개최 19일 밝히다 지난 2011년 출범 DGB 금융 그룹 날 그룹 계 열사 임원 및 경 영진 관계자 등 300 여명,긍정,긍정
70,2019-05-19,2019,5,19,하이 투자 증권 DGB 대 구 은행 시너지 확대 위 복합 점포 1 호점 개점 은행 증권 복합 점포 개설 로 고객 을 위 새롭다 원스톱 금융 서비스 제공 기반 구축 을 위 첫 발걸음 을 떼다 DGB 금융 그룹,긍정,긍정
71,2019-05-20,2019,5,20,DGB 금융 그룹 최근 자회사 대 구 은행 하이 투자 증권 업무 결합 복합 점포 브랜드 명 DIGNITY 1 호점 개점 을 계기 로 광역 대도시 중심 전국 적 복합 점포 망 확충 본격 나서다 올해 대구 3 개소 서울,긍정,긍정
72,2019-05-21,2019,5,21,대구 북구청 21일 BC 카드 DGB 대 구 은행 함께 북구 지역 취약 계층 을 위 사랑 나눔 축제 행사 펼치다 이번 행사 대구 광역 푸드 뱅크 주관 마련 돼다 대 구 시민운동 장 을 리 모델링 해 건설 되다 DGB 대 구 파크 에서,긍정,긍정
73,2019-05-22,2019,5,22,BC 카드 DGB 대 구 은행 함께 대구 지역 취약 계층 을 위 사랑 나눔 축제 진행 밝히다 BC 카드 빨갛다 밥차 동 푸드 마켓 을 파견 대구 북구 지역 취약 계층 400 여명 에게 건강 식 을 배식 하고 의료 상담,부정,긍정
74,2019-05-22,2019,5,22,한편 하이 투자 증권 최근 DGB 대구 은행 대구 수성동 본점 은행 증권 복합 점포 1 호점 을 개설 등 지주 내 계 열사 간 협력 을 강화하다 있다 하이 투자 증권 오다 1분 기 연결 기준 순 익 전 년 대비 117% 증가,긍정,긍정
75,2019-05-22,2019,5,22,회장 DGB 금융 그룹 수장 오른 뒤 올해 1월 대 구 은행 장 자리 까지 꿰차 며 각종 행사 에서 사진 찍다 뿐 대 구 은행 을 위해 헌신 모습 어디 서도 찾다 수 없다 꼬집다 전임 행 장 들이다,긍정,긍정
76,2019-05-23,2019,5,23,DGB 대 구 은행 23일 경북 신용 보증 재단 경북 소 기업 및 소상 공인 금융 지원 업무 협약 을 체결 밝히다 이번 협약 지역 경 기 침체 내 수 경기 부진 경 영상 어려움 을 겪다 있다 경북 내 소 기업 및 소 상공 에게,긍정,긍정
77,2019-05-23,2019,5,23,경북 신용 보증 재단 이사장 박진우 DGB 대 구 은행 은행 장 김태오 23일 경북 내 소 기업 및 소상 공인 지원 을 위 특별 출연 협약 을 체결 대 구 은행 30억원 을 출연 하고 경북 신용 보증 재단 이르다 바탕,긍정,긍정
78,2019-05-23,2019,5,23,조인호 기자 DGB 대 구 은행 은행 장 김태오 23일 경북 신용 보증 재단 이사장 박진우 경북 소 기업 소 상공 금융 지원 업무 협약 을 체결 구미시 경북 신용 보증 재단 본점 에서 진행 되다 날 협약 식 경기 침체 및,긍정,긍정
79,2019-05-24,2019,5,24,DGB 대 구 은행 24일 금융 권 디지털 전환 IT 신 기술 을 주제 로 디지털 IT 신 기술 콘퍼런스 개최 금융결제원 KT 데 일리 인텔리전스 관계자 등 각 분야 전문가 5 가지 강의 진행 정경 찬,긍정,긍정
80,2019-05-24,2019,5,24,DGB 대 구 은행 23일 경북 신용 보증 재단 경북 소 기업 소 상공 금융 지원 업무 협약 을 체결 경북 신용 보증 재단 본점 에서 진행 되다 날 협약 식 경기 침체 및 내 수 경기 부진 경 영상 어려움 을 겪다 있다 경북 內,긍정,긍정
81,2019-05-24,2019,5,24,DGB 대 구 은행 24일 대구 은행 제 2 본점 대강 당 에서 금융 권 디지털 트랜스 포 메이 션 디지털 IT 신 기술 을 주제 로 2019년 디지털 IT 신 기술 컨퍼런스 개최 24일 밝히다 컨퍼런스 대구 경북 지역 ICT 기업,긍정,긍정
82,2019-05-25,2019,5,25,DGB 대 구 은행 24일 대구 은행 제 2 본점 대강 당 에서 금융 권 디지털 트랜스 포 메이 션 디지털 IT 신 기술 을 주제 로 2019년 디지털 IT 신 기술 컨퍼런스 개최 금번 컨퍼런스 대구 경북 지역 ICT 기업 IT 관련 기관,긍정,긍정
83,2019-05-26,2019,5,26,DGB 대 구 은행 경북 신용 보증 재단 소 기업 소상 공인 금융 지원 협약 을 맺다 본격 적 지원 나서다 대 구 은행 지난 23일 경북 신용 보증 재단 본점 서 경북 소 기업 소 상공 금융 지원 업무 협약 을 체결 밝히다,긍정,긍정
84,2019-05-26,2019,5,26,DGB 대 구 은행 지난 24일 제 2 본점 대강 당 에서 금융 권 디지털 트랜스 포 메이 션 디지털 IT 신 기술 을 주제 로 컨퍼런스 개최 26일 밝히다 이번 컨퍼런스 대구 경북 지역 ICT 기업 IT 관련 기관 대학생 등,긍정,부정
85,2019-05-27,2019,5,27,SK 텔레콤 주식회사 핀 크다 DGB 대 구 은행 디지털 금융 활성화 업무 제휴 협약 을 체결 하고 고객 에게 최대 5% 혜택 을 제공 금리 적금 T high 5 적금 을 28일 출시 ⓒ SK 텔레콤 30만 구 좌 한정 추가 금리 1,긍정,긍정
86,2019-05-27,2019,5,27,핀 크다 오다 28일 SKTDGB 대 구 은행 손잡다 최대 5% 혜택 제공 되다 금리 적금 상품 티 하이 T high 5 출시 27일 발표 해당 상품 SKT 통신사 이용 19 세 이상 고객 라면 누구 나 핀 크다,긍정,긍정
87,2019-05-27,2019,5,27,DGB 금융 그룹 DGB Family 봉사 단 25일 안동시 서후면 저 전리 DGB 대구 은행 안동 지점 1 사 1 촌 결 연 마을 마을 회관 에서 마을 주민 200 여분 을 모시 주민 화합 잔치 및 농촌봉사활동 을 실시 이번 활동 DGB Family 봉사 단,긍정,긍정
88,2019-05-27,2019,5,27,기본 금리 2% SKT 고객 우대금리 2% 5만원 이상 요 금제 이용 시 1% 캐시 백 SK 텔레콤 주식회사 핀 크다 DGB 대 구 은행 금리 4% 1% 추가 캐시 백 혜택 을 제공 적금 상품 T 하이 high 5 28일 출시 27일 밝히다,긍정,부정
89,2019-05-27,2019,5,27,SKT 늘다 주식회사 핀 크다 DGB 대 구 은행 손잡다 고객 에게 최대 5% 혜택 을 제공 금리 적금 T high 5 T 하이파이브 적금 을 28일 부터 출시 27일 밝히다 T 하이파이브 적금 19 세 이상 SKT 이용,긍정,긍정
90,2019-05-27,2019,5,27,송창 범 기자 kja 33 ajunewscom SK 텔레콤 주식회사 핀 크다 DGB 대 구 은행 손잡다 고객 에게 최대 5% 혜택 을 제공 금리 적금 T high 5 적금 을 28일 출시 27일 밝히다 T high 5 적금 19 세 이상,긍정,긍정
91,2019-05-27,2019,5,27,안동시 서후면 저 전리 DGB 대구 은행 안동 지점 1 사 1 촌 결연 을 맺다 마을 이다 이번 봉사활동 DGB Family 봉사 단 32 명과 대구시 청소년 재능기부 봉사 단 50 여 명 등 봉사자 80 여 명 참여 봉사자 점심식사,긍정,긍정
92,2019-05-27,2019,5,27,브레이크뉴스 정민우 기자 SK 텔레콤 오다 28일 주식회사 핀 크다 DGB 대 구 은행 손잡다 고객 에게 최대 5% 혜택 을 제공 금리 적금 T high 5 적금 을 출시 T high 5 적금 19 세 이상 SK 텔레콤 이용,긍정,긍정
